en,pl,description,file,hash
Ichiban sends the new token as the x-moz-token header. Every refresh is saved as a backlink snapshot and reused from cache on page reload. Default API base URL: https://lsapi.seomoz.com/v2. Change it only if Moz gives you a different endpoint.,"Ichiban wysyła nowy token jako nagłówek x-moz-token. Każde odświeżenie jest zapisywane jako migawka linku zwrotnego i ponownie wykorzystywane z pamięci podręcznej podczas ponownego ładowania strony. Domyślna podstawa API URL: https://lsapi.seomoz.com/v2. Zmień to tylko wtedy, gdy Moz daje inny punkt końcowy.",,site/modules/Ichiban/ProcessIchiban.module.php,4a0f41574e0169b9cbf7b620597abc52
Moz quota,Limit Moz,,site/modules/Ichiban/ProcessIchiban.module.php,66d1b2c330002299e4c522e06c2c4a43
%1$d / %2$d rows used (%3$d%%),Wykorzystane wiersze %1$d / %2$d (%3$d%%),,site/modules/Ichiban/ProcessIchiban.module.php,21417fddb0e37af1c5d7beb2572242aa
Quota resets,Limit zostaje zresetowany,,site/modules/Ichiban/ProcessIchiban.module.php,c1adb60088c38d4edb700b294f2c8c1c
Last checked,Ostatnio sprawdzane,,site/modules/Ichiban/ProcessIchiban.module.php,712bd563f4ec14a3e9f63cd426a8f515
No quota snapshot saved yet,Nie zapisano jeszcze migawki przydziału,,site/modules/Ichiban/ProcessIchiban.module.php,a4a65810608be9f8be842570900e8393
Click Refresh quota to save current Moz usage inside Ichiban.,"Kliknij Odśwież limit, aby zapisać bieżące wykorzystanie Moz w Ichiban.",,site/modules/Ichiban/ProcessIchiban.module.php,ad52f8b657f7285100ec4f09b0626ecc
Refresh quota,Odśwież limit,,site/modules/Ichiban/ProcessIchiban.module.php,97159fe7a75f98584a2e2462ca3d4bcc
Backlinks are not working yet,Linki zwrotne jeszcze nie działają,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Brak danych uwierzytelniających Moz. Dodaj swój token API lub starszy identyfikator dostępu i tajny klucz, a następnie wróć na tę stronę, aby pobrać dane o linkach zwrotnych.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Otwórz Ustawienia,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,Nie zwrócono żadnych wierszy,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Zapisana historia,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Przegląd,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Zakres dat,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d dni,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,Identyfikator klienta został zapisany,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Zapisano tajemnicę klienta,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Połącz dane dotyczące wydajności wyszukiwania,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
"After connecting, Ichiban will show Search Console metrics for 7, 28, 90, 180, and 365 days, including daily trends, top pages, top queries, countries, devices, search appearance, and cached Page Indexing scans.","Po podłączeniu Ichiban wyświetli dane Search Console za 7, 28, 90, 180 i 365 dni, w tym dzienne trendy, najpopularniejsze strony, najpopularniejsze zapytania, kraje, urządzenia, wygląd wyszukiwania i buforowane skany indeksowania stron.",,site/modules/Ichiban/ProcessIchiban.module.php,d5ad36a5c11aa3bfcd6490071960510a
Connect GSC,Podłącz GSC,,site/modules/Ichiban/ProcessIchiban.module.php,5169a3e73c792b659bf7ea3ebcf90d2a
Use these values,Użyj tych wartości,,site/modules/Ichiban/ProcessIchiban.module.php,380619beb0f00818c369ec13a9649649
Authorized redirect URI,Autoryzowany identyfikator URI przekierowania,,site/modules/Ichiban/ProcessIchiban.module.php,443d5d24c0964c6c49c5f81670d37624
Search Console property,Właściwość Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,2271a30c6775a2b462687d705c876d30
"Enter the exact Search Console property you use. For Domain properties, use only the bare domain, for example lqrs.uk. Ichiban automatically sends it to Google as a sc-domain property. Use https://example.com/ only for URL-prefix properties.","Wprowadź dokładnie używaną właściwość Search Console. W przypadku właściwości domeny użyj tylko samej domeny, na przykład lqrs.uk. Ichiban automatycznie wysyła go do Google jako właściwość domeny sc. Użyj https://example.com/ tylko dla właściwości z prefiksem URL.",,site/modules/Ichiban/ProcessIchiban.module.php,a786f0cf80cfb5d5d10abf81ce3a6838
How to connect,Jak się połączyć,,site/modules/Ichiban/ProcessIchiban.module.php,84d1dfd4219bd088fcf71f136fd6b604
Create or choose a Google Cloud project.,Utwórz lub wybierz projekt Google Cloud.,,site/modules/Ichiban/ProcessIchiban.module.php,93aac15bf6a45d37a5a7bc4ffe7e8e2e
Create OAuth credentials.,Utwórz poświadczenia OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,6237e1dab705b80dca50dd7791bca8a9
Publish the OAuth app.,Opublikuj aplikację OAuth.,,site/modules/Ichiban/ProcessIchiban.module.php,56cc2183e22b64a8393c94666179c05d
Save credentials in Ichiban.,Zapisz dane uwierzytelniające w Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,dac233cae924b8d77e260ec9cf5dc33b
Connect your Google account.,Połącz swoje konto Google.,,site/modules/Ichiban/ProcessIchiban.module.php,7b89353113f03e281ea7e3d43c50658a
Run optional indexing scan.,Uruchom opcjonalne skanowanie indeksujące.,,site/modules/Ichiban/ProcessIchiban.module.php,cb468820ea79505bed3bd0deee6600b7
Enable Search Console API,Włącz Search Console API,,site/modules/Ichiban/ProcessIchiban.module.php,f121c1352efd213144968c77f03fd8ba
OAuth client setup,Konfiguracja klienta OAuth,,site/modules/Ichiban/ProcessIchiban.module.php,ba9213abcc9cca89ead1239782c52a0d
What appears after connection,Co pojawia się po połączeniu,,site/modules/Ichiban/ProcessIchiban.module.php,1a5dec6593f3a1fd20673ea7830c8f9c
Date ranges,Zakresy dat,,site/modules/Ichiban/ProcessIchiban.module.php,b719f89abe2683830aa364c642fa393a
Daily trend,Codzienny trend,,site/modules/Ichiban/ProcessIchiban.module.php,e81292f7a544bdf1ab7316beefd13be3
Rows per detail,Wiersze na szczegół,,site/modules/Ichiban/ProcessIchiban.module.php,239eaebc34634cca9787fc149972746c
Page Indexing,Indeksowanie stron,,site/modules/Ichiban/ProcessIchiban.module.php,da47ac89c1a3597ba4b513b7c2fa4ca7
Section,Sekcja,,site/modules/Ichiban/ProcessIchiban.module.php,d2c24d59e0baff4d0155fbdf62590867
Breakdowns,Awarie,,site/modules/Ichiban/ProcessIchiban.module.php,ff1cc00548a7265a8600c7ea86675f39
Revisions,Wersje,,site/modules/Ichiban/ProcessIchiban.module.php,fd88b11cfde6aa5e3c7ff0553b534885
SEO Revisions,Wersje SEO,,site/modules/Ichiban/ProcessIchiban.module.php,91c51ab91c24548fd5427de8a0e7f31f
Review tracked SEO field changes and restore previous values when a page edit needs to be rolled back.,"Przejrzyj prześledzone zmiany w polu SEO i przywróć poprzednie wartości, gdy konieczne będzie wycofanie edycji strony.",,site/modules/Ichiban/ProcessIchiban.module.php,a1aac973a63feb1fd57f355743594c90
recent revisions,ostatnie rewizje,,site/modules/Ichiban/ProcessIchiban.module.php,530945749366f603712bd4d24e0111e1
What is tracked?,Co jest śledzone?,,site/modules/Ichiban/ProcessIchiban.module.php,02855514ddbae9c70d07f449379222a0
No SEO revisions yet,Nie ma jeszcze wersji SEO,,site/modules/Ichiban/ProcessIchiban.module.php,6bf3a349304b11418b6a2f280da6a678
Date,Data,,site/modules/Ichiban/ProcessIchiban.module.php,44749712dbec183e983dcd78a7736c41
%d more changes,%d więcej zmian,,site/modules/Ichiban/ProcessIchiban.module.php,49aea55a61e372375780c2356ff3c9ca
Reports,Raporty,,site/modules/Ichiban/ProcessIchiban.module.php,c91c7b93c28cd18741b71f727ee81ee3
SEO Reports,Raporty SEO,,site/modules/Ichiban/ProcessIchiban.module.php,81ba12f30d83c378af285a0371230353
Report settings saved.,Ustawienia raportu zostały zapisane.,,site/modules/Ichiban/ProcessIchiban.module.php,15f016ff5c23d5df2b3f38a408b5edf5
Report JSON generated.,Wygenerowano raport JSON.,,site/modules/Ichiban/ProcessIchiban.module.php,07225234b62f106f4bcec15723b1891c
Enter a valid recipient email address for the test.,Wprowadź prawidłowy adres e-mail odbiorcy testu.,,site/modules/Ichiban/ProcessIchiban.module.php,bb14575c101749a7c485e4a2969d1a25
Test report sent to %s.,Raport z testu wysłany do %s.,,site/modules/Ichiban/ProcessIchiban.module.php,86c9c8aedf1b4156d0df0827e5fcc95e
Test report could not be sent. Check the selected WireMail provider and sender settings.,Nie można wysłać raportu z testu. Sprawdź ustawienia wybranego dostawcy WireMail i nadawcy.,,site/modules/Ichiban/ProcessIchiban.module.php,9a4b615ca2f061284e2f889a5e0406a7
Monthly,Miesięcznie,,site/modules/Ichiban/ProcessIchiban.module.php,9030e39f00132d583da4122532e509e9
In development,W rozwoju,,site/modules/Ichiban/ProcessIchiban.module.php,be78895889e8bb7c29f2b40b8b9027ce
Never,Nigdy,,site/modules/Ichiban/ProcessIchiban.module.php,6e7b34fa59e1bd229b207892956dc41c
Email reports,Raporty e-mailowe,,site/modules/Ichiban/ProcessIchiban.module.php,555c449850a679d325c002d6081e9373
Reports are in development,Raporty są w trakcie opracowywania,,site/modules/Ichiban/ProcessIchiban.module.php,9f209867ef413cf433f09d82c8d3728e
"LazyCron will generate the report as JSON, store the latest snapshot here, and send the same report by email. DOCX export is available for printing or sharing with a client.","LazyCron wygeneruje raport jako JSON, zapisze tutaj najnowszą migawkę i wyśle ten sam raport e-mailem. Eksport DOCX jest dostępny do wydrukowania lub udostępnienia klientowi.",,site/modules/Ichiban/ProcessIchiban.module.php,db19324b69e6523d959f877cc425ae59
Current schedule: %s,Aktualny harmonogram: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c9d0f684bd8afe89509359f6f64af465
Email delivery is enabled in settings.,Dostarczanie wiadomości e-mail jest włączone w ustawieniach.,,site/modules/Ichiban/ProcessIchiban.module.php,f5ea5a57edff2817de95a4a680310939
Last generated: %s,Ostatnio wygenerowano: %s,,site/modules/Ichiban/ProcessIchiban.module.php,c20ff854937e5b0fa34512a7281f0eb5
Recipients: %s,Odbiorcy: %s,,site/modules/Ichiban/ProcessIchiban.module.php,3d142456f4594a65bf0328b48c3ea3cb
"A short operational digest: current SEO score, new critical issues, pages that need attention, Search Console movement, and indexing warnings from the latest cached scan.","Krótkie podsumowanie operacyjne: bieżący wynik SEO, nowe krytyczne problemy, strony wymagające uwagi, ruch Search Console i ostrzeżenia o indeksowaniu z najnowszego skanowania w pamięci podręcznej.",,site/modules/Ichiban/ProcessIchiban.module.php,ef526c8948e5024b155827fe4d6ab441
"A broader trend summary: score change, issue totals, top winning and losing pages, query visibility, cleanup activity, redirect hits, and recommendations for the next month.","Szersze podsumowanie trendów: zmiana wyniku, suma problemów, strony najczęściej wygrywające i tracące, widoczność zapytań, aktywność czyszczenia, trafienia przekierowań i rekomendacje na następny miesiąc.",,site/modules/Ichiban/ProcessIchiban.module.php,672d04b68f6e2446736244f5394f33a1
Planned report data,Planowane dane raportu,,site/modules/Ichiban/ProcessIchiban.module.php,3c60f8a18255c43f46adf559658e9469
SEO health score and critical audit issues,Wynik kondycji SEO i krytyczne problemy z audytem,,site/modules/Ichiban/ProcessIchiban.module.php,ba95ccf5ff1e3c1e123d72d3b5839600
"Missing titles, descriptions, OG images, and noindex pages","Brakujące tytuły, opisy, obrazy OG i strony noindex",,site/modules/Ichiban/ProcessIchiban.module.php,5514beefa3cf9fb90a5aab1b5635fe39
"Search Console clicks, impressions, CTR, and average position","Search Console kliknięcia, wyświetlenia, CTR i średnia pozycja",,site/modules/Ichiban/ProcessIchiban.module.php,0d08eb3c00cf5df40cebd7cd903d9ef4
"Top pages, top queries, countries, devices, and search appearance","Najpopularniejsze strony, najczęstsze zapytania, kraje, urządzenia i wygląd wyszukiwania",,site/modules/Ichiban/ProcessIchiban.module.php,c941e3e28d391260d0ab99b8eae0543f
Page Indexing sample scan issues,Przykładowe problemy ze skanowaniem indeksowania stron,,site/modules/Ichiban/ProcessIchiban.module.php,7489962f8f744553c84540b49cdfe252
"Recent redirects, cleanup blocks, and SEO revisions","Ostatnie przekierowania, bloki porządkowe i wersje SEO",,site/modules/Ichiban/ProcessIchiban.module.php,65c0c6e55aebd2915fcf247e41d31324
Latest JSON report,Najnowszy raport JSON,,site/modules/Ichiban/ProcessIchiban.module.php,adbf210d8192e10cdb1b48623db1bc0a
Generate report JSON,Wygeneruj raport JSON,,site/modules/Ichiban/ProcessIchiban.module.php,2d6f6e522bfa1c678f32eaafac824604
Download DOCX,Pobierz DOCX,,site/modules/Ichiban/ProcessIchiban.module.php,7346caa5c044baf6fa89eef9027e0dc2
No report JSON has been generated yet.,Nie wygenerowano jeszcze żadnego raportu JSON.,,site/modules/Ichiban/ProcessIchiban.module.php,6371fb284d0f3d642f925706554074a4
SEO score,Wynik SEO,,site/modules/Ichiban/ProcessIchiban.module.php,074b37a1f8c8d097db329269306dc82a
priority issues,kwestie priorytetowe,,site/modules/Ichiban/ProcessIchiban.module.php,511f2908daccf3e43e3b2aadb757c69f
redirects,przekierowuje,,site/modules/Ichiban/ProcessIchiban.module.php,2d8413ae32cda5259e93d4f3666f1235
Report settings,Ustawienia raportu,,site/modules/Ichiban/ProcessIchiban.module.php,d7ef833eef4eab6e04dae7e2d02281e2
Enable scheduled SEO email reports,Włącz zaplanowane raporty e-mailowe SEO,,site/modules/Ichiban/ProcessIchiban.module.php,02aeff7b30592ea88903bc067d53d785
Frequency,Częstotliwość,,site/modules/Ichiban/ProcessIchiban.module.php,7cf395303ce3665a9834721d4b748e4b
Recipients,Odbiorcy,,site/modules/Ichiban/ProcessIchiban.module.php,5959cf158e76f7c6f27bff2917ee05b1
Include Google Search Console summary,Dołącz podsumowanie Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,b738447fc9dae2d3887e9c28dfb6dab1
Mailer,Poczta,,site/modules/Ichiban/ProcessIchiban.module.php,ab7cdc2b180fc58564cd06e2e1507977
From email,Z e-maila,,site/modules/Ichiban/ProcessIchiban.module.php,3b4d5020b407b2eae50b456767d206b3
From name,Od imienia,,site/modules/Ichiban/ProcessIchiban.module.php,c3a7ea0c38bac179a545dbfaf4ebb013
Save report settings,Zapisz ustawienia raportu,,site/modules/Ichiban/ProcessIchiban.module.php,ee6194f4ccfdbe7933961e43d6f90d76
Send Test Mail,Wyślij wiadomość testową,,site/modules/Ichiban/ProcessIchiban.module.php,36919f04baddfe13a8f360fab4d3b8c6
"Save your settings first, then test. The email is sent through the currently selected WireMail provider.","Najpierw zapisz ustawienia, a potem przetestuj. Wiadomość e-mail jest wysyłana za pośrednictwem aktualnie wybranego dostawcy WireMail.",,site/modules/Ichiban/ProcessIchiban.module.php,a7cdc8690b95d29021411bc235e02e00
Recipient email address,Adres e-mail odbiorcy,,site/modules/Ichiban/ProcessIchiban.module.php,718ab67ab696216232f873a816b4c3ae
PHP ZipArchive extension is required to generate DOCX reports.,Do generowania raportów DOCX wymagane jest rozszerzenie PHP ZipArchive.,,site/modules/Ichiban/ProcessIchiban.module.php,77583b688213cdb648ab7259d4b743da
Default (site WireMail setting),Domyślne (ustawienie witryny WireMail),,site/modules/Ichiban/ProcessIchiban.module.php,22b68561382eae5a367978df7489a588
Cleanup,Oczyszczanie,,site/modules/Ichiban/ProcessIchiban.module.php,8c6384dda98d8864d00e29dc96179970
Crawl & Search Cleanup,Oczyszczanie indeksowania i wyszukiwania,,site/modules/Ichiban/ProcessIchiban.module.php,2f33b05b959e88dac60b3ade4c27982c
Cleanup log table is not available yet.,Tabela dziennika czyszczenia nie jest jeszcze dostępna.,,site/modules/Ichiban/ProcessIchiban.module.php,5b710bb3eabf36b0fd2fad5981e4c49d
Monitor spam search queries and lightweight crawl-surface cleanup that keeps low-value URLs out of public search paths.,"Monitoruj zapytania wyszukiwania spamu i proste czyszczenie powierzchni indeksowania, dzięki czemu URLs o niskiej wartości nie trafiają do publicznych ścieżek wyszukiwania.",,site/modules/Ichiban/ProcessIchiban.module.php,8fbde3592f3d8a4f25335e0eb1131b15
On,Włączone,,site/modules/Ichiban/ProcessIchiban.module.php,521c36a31c2762741cf0f8890cbe05e3
recent blocks,ostatnie bloki,,site/modules/Ichiban/ProcessIchiban.module.php,cc25395c697bda6b15d8c719c91305c9
unique IPs,unikalne adresy IP,,site/modules/Ichiban/ProcessIchiban.module.php,9a9938cc7d9d0bb27617530349ebe7f2
custom patterns,niestandardowe wzory,,site/modules/Ichiban/ProcessIchiban.module.php,84ba93e6ab6d556b08280bfe7ed8c5c8
Current action,Bieżąca akcja,,site/modules/Ichiban/ProcessIchiban.module.php,43f46ad0a6a808aa9c365af10603d239
No blocked queries logged yet,Nie zarejestrowano jeszcze żadnych zablokowanych zapytań,,site/modules/Ichiban/ProcessIchiban.module.php,b505562d3d31085f4552c94d6e6d5d48
Sitemap,Mapa witryny,,site/modules/Ichiban/ProcessIchiban.module.php,5813ce0ec7196c492c97596718f71969
XML Sitemap,Mapa witryny XML,,site/modules/Ichiban/ProcessIchiban.module.php,7036538ac2854b23d072ec99da8f5b0a
"Generated %d sitemap file(s), %s URLs in %.2fs.","Wygenerowano pliki mapy witryny %d, %s URLs w %.2fs.",,site/modules/Ichiban/ProcessIchiban.module.php,77cef957a2ef87caa1adff97fe75dfed
Sitemap generation failed: ,Wygenerowanie mapy witryny nie powiodło się: ,,site/modules/Ichiban/ProcessIchiban.module.php,aa4d6eca815f814ae8d66b7a0e9ace89
Sitemap files deleted.,Usunięto pliki mapy witryny.,,site/modules/Ichiban/ProcessIchiban.module.php,bef940614944b349e06fa81bd9d62db6
Sitemap directory created.,Utworzono katalog mapy witryny.,,site/modules/Ichiban/ProcessIchiban.module.php,2c4ef09ebfa180f06b1d4ac5a6bbaa13
Off,Wyłączone,,site/modules/Ichiban/ProcessIchiban.module.php,d15305d7a4e34e02489c74a5ef542f36
Generate and inspect the XML sitemap files served by Ichiban.,Wygeneruj i sprawdź pliki mapy witryny XML obsługiwane przez Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,200a4445b971d7a768a8f3f6efd283ba
Open Sitemap Settings,Otwórz Ustawienia mapy witryny,,site/modules/Ichiban/ProcessIchiban.module.php,7af59ca1298bf39877eea71c7450924c
files,pliki,,site/modules/Ichiban/ProcessIchiban.module.php,45b963397aa40d4a0063e0d85e4fe7a1
URLs,URLs,,site/modules/Ichiban/ProcessIchiban.module.php,6f0118397671d5cdea6c525a67f4753c
total size,całkowity rozmiar,,site/modules/Ichiban/ProcessIchiban.module.php,9093525a73c1e95a729e1392e4ede0c6
OK,OK,,site/modules/Ichiban/ProcessIchiban.module.php,e0aa021e21dddbd6d8cecec71e9cf564
LazyCron,LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,30d7a80090e845f560b7784238e85969
Public index,Indeks publiczny,,site/modules/Ichiban/ProcessIchiban.module.php,0742c642fa68e53b7605f135544a243f
Last generated,Ostatnio wygenerowany,,site/modules/Ichiban/ProcessIchiban.module.php,aa9053ec771f1c66b14089ff8b2be89b
Directory,Katalog,,site/modules/Ichiban/ProcessIchiban.module.php,e73cda510e8bb947f7e61089e5581494
Auto regeneration,Automatyczna regeneracja,,site/modules/Ichiban/ProcessIchiban.module.php,8958c951653a6c1ba525bf7232d20caa
"Sitemap auto-regeneration is enabled, but LazyCron is not installed. Install the core LazyCron module or use Generate Now manually.","Automatyczne odnawianie mapy witryny jest włączone, ale LazyCron nie jest zainstalowany. Zainstaluj podstawowy moduł LazyCron lub użyj opcji Generuj teraz ręcznie.",,site/modules/Ichiban/ProcessIchiban.module.php,1d9c6da96b457bdd5259ae38c86cc080
The sitemap directory does not exist yet.,Katalog mapy witryny jeszcze nie istnieje.,,site/modules/Ichiban/ProcessIchiban.module.php,3511021951e6cabe1ef6547dfaacbcaa
Create Directory,Utwórz katalog,,site/modules/Ichiban/ProcessIchiban.module.php,1a66ebe97638ee1c7c8f277aacb01e5e
The sitemap directory is not writable.,Katalog mapy witryny nie jest przeznaczony do zapisu.,,site/modules/Ichiban/ProcessIchiban.module.php,5eefd5c32b1e8ae11379ede114ef4ead
Generating...,Generowanie...,,site/modules/Ichiban/ProcessIchiban.module.php,530a6ed46ff9e1aa707e0af48a465be7
Delete Files,Usuń pliki,,site/modules/Ichiban/ProcessIchiban.module.php,9e58e0e2c85e2f645c34af266791657c
No sitemap files yet,Nie ma jeszcze plików mapy witryny,,site/modules/Ichiban/ProcessIchiban.module.php,16ee2ae1c432ef5c40d9b4ac537491dc
File,Plik,,site/modules/Ichiban/ProcessIchiban.module.php,0b27918290ff5323bea1e3b78a9cf04e
index,indeks,,site/modules/Ichiban/ProcessIchiban.module.php,6a992d5529f459a44fee58c733255e86
Disabled,Niepełnosprawny,,site/modules/Ichiban/ProcessIchiban.module.php,b9f5c797ebbf55adccdd8539a65a0241
Waiting for LazyCron module,Czekam na moduł LazyCron,,site/modules/Ichiban/ProcessIchiban.module.php,1527913f2df3d5298c0648cd8b52e90e
"%s, minimum interval %d seconds","%s, minimalny odstęp %d sekund",,site/modules/Ichiban/ProcessIchiban.module.php,2c450a87221f73b6299b349f0eebdbfb
Migration,Migracja,,site/modules/Ichiban/ProcessIchiban.module.php,19f59b74448f6a27519db281a44e4b12
SEO Migration,Migracja SEO,,site/modules/Ichiban/ProcessIchiban.module.php,d65d3e75a29453ce407a987b950ea6bf
"Repaired duplicate Ichiban fields. Kept %s, removed %s from %d template(s), copied %d row(s). Backups: %s.","Naprawiono zduplikowane pola Ichiban. Zachowano %s, usunięto %s z szablonów %d, skopiowano wiersze %d. Kopie zapasowe: %s.",,site/modules/Ichiban/ProcessIchiban.module.php,9fbd0aa4cbdcb9a0592cd0f899d7ce45
Converted field %s. Backup table: %s. Rows migrated: %d.,Przekonwertowane pole %s. Tabela kopii zapasowych: %s. Przeniesione wiersze: %d.,,site/modules/Ichiban/ProcessIchiban.module.php,e7b762ae23ff58d931eae481c208f566
Convert existing SeoMaestro fields to Ichiban without deleting the field or losing per-page SEO data.,Konwertuj istniejące pola SeoMaestro na Ichiban bez usuwania pola i utraty danych SEO na stronę.,,site/modules/Ichiban/ProcessIchiban.module.php,e657b03d129c75fe7906187a5aab9166
SeoMaestro reference,Odniesienie do SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,a745e6adcf5830f34bd49d67a4615509
Find SeoMaestro fields,Znajdź pola SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,878ef99969f24c1bb0b091ea84391c43
Create a table backup,Utwórz kopię zapasową tabeli,,site/modules/Ichiban/ProcessIchiban.module.php,79061263518514152c480906a1677e4d
Convert data and switch type,Konwertuj dane i przełączaj typ,,site/modules/Ichiban/ProcessIchiban.module.php,797fa1d3ee920c779c2bf520017431ad
FieldtypeIchiban is not installed yet. Install it from Modules before running a migration.,Typ polaIchiban nie jest jeszcze zainstalowany. Zainstaluj go z modułów przed uruchomieniem migracji.,,site/modules/Ichiban/ProcessIchiban.module.php,9b913bfac7efd6b6a3e6301ae4156cee
No SeoMaestro fields found,Nie znaleziono pól SeoMaestro,,site/modules/Ichiban/ProcessIchiban.module.php,2e7bfb05187020c3ff85b53ec5a64901
Field,Pole,,site/modules/Ichiban/ProcessIchiban.module.php,6f16a5f8ff5d75ab84c018adacdfcbb7
None,Żadne,,site/modules/Ichiban/ProcessIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Create a backup and convert this field to Ichiban?,Utworzyć kopię zapasową i przekonwertować to pole na Ichiban?,,site/modules/Ichiban/ProcessIchiban.module.php,683bbabbc942967ecf2d819ad6b230f0
Before you run it,Zanim go uruchomisz,,site/modules/Ichiban/ProcessIchiban.module.php,6c4a12988eee52faf677b0ba81a0d60f
Field tokens like {title} become Ichiban field sources; custom text stays custom text.,"Tokeny pól, takie jak {title}, stają się źródłami pól Ichiban; tekst niestandardowy pozostaje tekstem niestandardowym.",,site/modules/Ichiban/ProcessIchiban.module.php,c81ce93ae3b85794289232491c159941
"Field tokens become sources, custom copy is preserved.","Tokeny pól stają się źródłami, kopia niestandardowa zostaje zachowana.",,site/modules/Ichiban/ProcessIchiban.module.php,b5d6c6f7b7366b52649bd3d0599a4c32
Copied as the page canonical override when it is not inherited.,"Kopiowane jako zastąpienie kanoniczne strony, gdy nie jest dziedziczone.",,site/modules/Ichiban/ProcessIchiban.module.php,01f0daf761da2a9bedbf32f5c6c038e6
Field tokens become sources for social title output.,Tokeny pól stają się źródłami wyników tytułów społecznościowych.,,site/modules/Ichiban/ProcessIchiban.module.php,80596546abff1f2d450e7364efc1987b
Field tokens become sources for social description output.,Tokeny pól stają się źródłami wyjściowych opisów społecznościowych.,,site/modules/Ichiban/ProcessIchiban.module.php,2d370202ef1621a980a4720fa4cfc741
