en,pl,description,file,hash
Copied as the selected OG image source. Ichiban resolves image output at render time.,Skopiowano jako wybrane źródło obrazu OG. Ichiban przetwarza wyjściowy obraz w czasie renderowania.,,site/modules/Ichiban/ProcessIchiban.module.php,6de748487fb10d7bb6401237d3089fd2
Copied as alternate text for the OG image.,Skopiowano jako tekst alternatywny dla obrazu OG.,,site/modules/Ichiban/ProcessIchiban.module.php,235b78afb8eb5097f7ac022c1794ebba
Copied when SeoMaestro stored an explicit type.,"Skopiowane, gdy SeoMaestro zapisał jawny typ.",,site/modules/Ichiban/ProcessIchiban.module.php,db63810c354e9cbc7a45c3346f27378f
Copied as the page Twitter/X card mode.,Skopiowano jako stronę Tryb karty Twitter/X.,,site/modules/Ichiban/ProcessIchiban.module.php,1df72f56060ebb5e833fd2cb7789d10b
Copied as the page creator handle.,Skopiowane jako uchwyt kreatora strony.,,site/modules/Ichiban/ProcessIchiban.module.php,cd7881e988df3f0df6969b714476611a
Copied only when the value is not inherit.,"Kopiowane tylko wtedy, gdy wartość nie jest dziedziczona.",,site/modules/Ichiban/ProcessIchiban.module.php,26f5e971c7d642983712af156444ddc7
Copied only when the value is not inherit; otherwise Ichiban defaults to included.,"Kopiowane tylko wtedy, gdy wartość nie jest dziedziczona; w przeciwnym razie Ichiban domyślnie jest włączone.",,site/modules/Ichiban/ProcessIchiban.module.php,b47fedd4584c551ec79be26f71ff7f9f
Copied as the page-level sitemap priority.,Skopiowano jako priorytet mapy witryny na poziomie strony.,,site/modules/Ichiban/ProcessIchiban.module.php,2612b522c46c4a297a91f7a0b466d9bc
Copied as the page-level change frequency.,Skopiowane jako częstotliwość zmian na poziomie strony.,,site/modules/Ichiban/ProcessIchiban.module.php,ba173a09bd5663626abf06d1d17c0bf9
Data mapping,Mapowanie danych,,site/modules/Ichiban/ProcessIchiban.module.php,e4ba3304db42b31af4707c0c3d7b332b
Schema type defaults to WebPage,Domyślnym typem schematu jest WebPage,,site/modules/Ichiban/ProcessIchiban.module.php,55b011f515642256f8b7b158ca540931
What moves,Co się rusza,,site/modules/Ichiban/ProcessIchiban.module.php,8af23e5c696200bada06372ecbc8f832
Field tokens,Żetony polowe,,site/modules/Ichiban/ProcessIchiban.module.php,677b1ea8ae4decc1f5986dd983248cde
Backup,Kopia zapasowa,,site/modules/Ichiban/ProcessIchiban.module.php,3500ba09d0538297440ca620c9dd46bf
Duplicate Ichiban fields detected,Wykryto zduplikowane pola Ichiban,,site/modules/Ichiban/ProcessIchiban.module.php,d6fb57faa1c48b0de3719ef0cf38ce65
This site has more than one FieldtypeIchiban field. Ichiban will keep %s as the canonical SEO field and can remove %s from templates after backing up both tables.,Ta witryna ma więcej niż jedno pole typu FieldtypeIchiban. Ichiban zachowa %s jako kanoniczne pole SEO i może usunąć %s z szablonów po utworzeniu kopii zapasowej obu tabel.,,site/modules/Ichiban/ProcessIchiban.module.php,ecc74abd82c584b28d88e3e469a62273
"Backup both tables, copy missing rows into seo, and remove the duplicate field from templates?","Wykonaj kopię zapasową obu tabel, skopiuj brakujące wiersze do seo i usuń zduplikowane pole z szablonów?",,site/modules/Ichiban/ProcessIchiban.module.php,5f8e2d56c22060808c3d63f7dd43246e
Schema Builder,Konstruktor schematów,,site/modules/Ichiban/ProcessIchiban.module.php,4be02862798fb8a7f780a94f2c62cf7c
Schema builder mappings saved.,Zapisano mapowania kreatora schematów.,,site/modules/Ichiban/ProcessIchiban.module.php,9b6769725cbc5375769b5e538b2fe18e
"Create Schema.org nodes in a database-backed builder. Pick a type, choose templates, then map schema properties to ProcessWire fields or source expressions.","Utwórz węzły Schema.org w kreatorze opartym na bazie danych. Wybierz typ, wybierz szablony, a następnie przypisz właściwości schematu do pól ProcessWire lub wyrażeń źródłowych.",,site/modules/Ichiban/ProcessIchiban.module.php,7886b38e0032a933dba52f031169d272
Save Schemas,Zapisz schematy,,site/modules/Ichiban/ProcessIchiban.module.php,4b90b6f8b5e78d0d81048d52869b7318
AI,AI,,site/modules/Ichiban/ProcessIchiban.module.php,0a40e3c91a3a55c9a37428c6d194d0e5
SEO AI,SEO AI,,site/modules/Ichiban/ProcessIchiban.module.php,a94745b00e5ed823953a8c28ff741c2d
AI workspace is in development,Obszar roboczy AI jest w fazie rozwoju,,site/modules/Ichiban/ProcessIchiban.module.php,58638440f29a5990eb547152e33298c6
"This page will become the AI area for SEO suggestions, metadata drafts, schema help, and report summaries. It uses Context AI Gateway when available, with Ichiban OpenRouter settings as fallback, and attaches exported Context files to test requests.","Ta strona stanie się obszarem AI dla sugestii SEO, wersji roboczych metadanych, pomocy do schematów i podsumowań raportów. Używa bramy kontekstowej AI, jeśli jest dostępna, z ustawieniami Ichiban OpenRouter jako rezerwowymi i dołącza wyeksportowane pliki kontekstu do żądań testowych.",,site/modules/Ichiban/ProcessIchiban.module.php,ca9926f3094e9ef1e35e66768b217ab3
Configured,Skonfigurowane,,site/modules/Ichiban/ProcessIchiban.module.php,61aa63eb3ac1c3408640463ee5fe8aa3
Provider: %s,Dostawca: %s,,site/modules/Ichiban/ProcessIchiban.module.php,4c2d04983cfbca7ad6fad0bae11b7618
Model: %s,Model: %s,,site/modules/Ichiban/ProcessIchiban.module.php,33d0e5d99493052d203cd308fb3604df
Context files: %s,Pliki kontekstowe: %s,,site/modules/Ichiban/ProcessIchiban.module.php,2f86fdbafdbb907d769846547ecf8695
Open AI settings,Otwórz ustawienia AI,,site/modules/Ichiban/ProcessIchiban.module.php,a15876382b98ed526e73a6678d66c5fc
Test AI request,Przetestuj żądanie AI,,site/modules/Ichiban/ProcessIchiban.module.php,b9b6387278ff7b8ea04568bdc5725fa3
Run test,Uruchom test,,site/modules/Ichiban/ProcessIchiban.module.php,0b9171fc5e063b1e00b222d6b63bf733
AI request failed,Żądanie AI nie powiodło się,,site/modules/Ichiban/ProcessIchiban.module.php,87ad7e70a6d54017a933389a756211ed
Model: %s · %d ms,Model: %s · %d ms,,site/modules/Ichiban/ProcessIchiban.module.php,3b158020fa009a28c258d3e9b625c4be
"The provider returned an empty message body. Try another model, increase Max tokens, or reduce the Context files sent with the request.","Dostawca zwrócił pustą treść wiadomości. Wypróbuj inny model, zwiększ maksymalną liczbę tokenów lub zmniejsz liczbę plików kontekstowych wysyłanych wraz z żądaniem.",,site/modules/Ichiban/ProcessIchiban.module.php,d8113f4d1f649caa4b106d7991e41488
Audit suggestions,Sugestie audytu,,site/modules/Ichiban/ProcessIchiban.module.php,81670a3d543b3cb8d20b73590dd404ae
Find practical SEO fixes from Context data.,Znajdź praktyczne poprawki SEO w danych kontekstowych.,,site/modules/Ichiban/ProcessIchiban.module.php,bc3f46852275ab8a7da99fc77f4ecb83
"Using the attached Context export, give me 5 practical SEO improvements for the current site in concise bullets. Mention which pages, templates, or fields you used.","Korzystając z dołączonego eksportu kontekstu, podaj w zwięzłych punktach 5 praktycznych ulepszeń SEO dla bieżącej witryny. Wspomnij, z jakich stron, szablonów lub pól korzystałeś.",,site/modules/Ichiban/ProcessIchiban.module.php,e8ae2b3c6a0a742b12adc05ec70eabd6
Metadata drafts,Wersje robocze metadanych,,site/modules/Ichiban/ProcessIchiban.module.php,e0009b3babfad929a1e79a3fde429cfb
Draft titles and descriptions for priority pages.,Projekty tytułów i opisów stron priorytetowych.,,site/modules/Ichiban/ProcessIchiban.module.php,5b4cfeb5da3859b0aaa72a2a2c5b4dfb
"Using the attached Context export, choose 5 priority pages or templates that need stronger metadata. For each one, draft an SEO title under 60 characters and a meta description under 155 characters.","Korzystając z dołączonego eksportu kontekstu, wybierz 5 priorytetowych stron lub szablonów, które wymagają silniejszych metadanych. Dla każdego z nich przygotuj tytuł SEO o długości poniżej 60 znaków i metaopisu o długości poniżej 155 znaków.",,site/modules/Ichiban/ProcessIchiban.module.php,9c68d8f6810e4440651644cf7d230f9a
Schema help,"Schemat, pomoc",,site/modules/Ichiban/ProcessIchiban.module.php,b89e539ac27b0832f7e028f4406d7fc8
Recommend Schema.org mappings.,Polecaj mapowania Schema.org.,,site/modules/Ichiban/ProcessIchiban.module.php,ab3d845693af768bda668c493bfa6b18
"Using the attached Context export and the existing ProcessWire templates/fields, suggest Schema.org types and field mappings for the most important page templates. Include source fields such as field:title or field:summary when possible.","Korzystając z dołączonego eksportu kontekstu i istniejących szablonów/pól ProcessWire, zasugeruj typy Schema.org i mapowania pól dla najważniejszych szablonów stron. Jeśli to możliwe, uwzględnij pola źródłowe, takie jak pole:tytuł lub pole:podsumowanie.",,site/modules/Ichiban/ProcessIchiban.module.php,695eec73706fbfb2558272a701fc0ca5
Report summary,Podsumowanie raportu,,site/modules/Ichiban/ProcessIchiban.module.php,5031d2669ceb39cf9e3c5bd8071b3ae6
Prepare a client-friendly report brief.,Przygotuj przyjazny dla klienta brief raportu.,,site/modules/Ichiban/ProcessIchiban.module.php,cf7924d73a558815529be20b2e23e192
"Using the attached Context export, write a concise client-friendly SEO report summary: current site structure, biggest opportunities, risks, and next actions. Keep it suitable for a monthly report.","Korzystając z dołączonego eksportu kontekstu, napisz zwięzłe, przyjazne dla klienta podsumowanie raportu SEO: obecna struktura witryny, największe możliwości, ryzyka i kolejne działania. Zachowaj odpowiednią formę raportu miesięcznego.",,site/modules/Ichiban/ProcessIchiban.module.php,91dca7d21d99ef20ce8c18e05e1fef82
No templates,Brak szablonów,,site/modules/Ichiban/ProcessIchiban.module.php,28b80975b6641681ee6985abaf438677
Enabled,Włączone,,site/modules/Ichiban/ProcessIchiban.module.php,00d23a76e43b46dae9ec7aa9dcbebb32
Remove,Usuń,,site/modules/Ichiban/ProcessIchiban.module.php,1063e38cb53d94d386f21227fcd84717
Name,Imię,,site/modules/Ichiban/ProcessIchiban.module.php,49ee3087348e8d44e1feda1917443987
Schema type,Typ schematu,,site/modules/Ichiban/ProcessIchiban.module.php,6cb6f90e022d55db3527e3a1dfc8938c
Custom type,Typ niestandardowy,,site/modules/Ichiban/ProcessIchiban.module.php,a1e88efea9b9183d6eda122b47621799
Templates,Szablony,,site/modules/Ichiban/ProcessIchiban.module.php,7df96b18c230f90ada0a9e2307226338
Property,Własność,,site/modules/Ichiban/ProcessIchiban.module.php,5ad234cb2cde4266195252a23ca7d84e
Add property,Dodaj nieruchomość,,site/modules/Ichiban/ProcessIchiban.module.php,9820ade036bf1bdf80c0b7da24a4ce0a
"Use sources like field:title, field:summary|truncate:160, {legacy_field}, custom text, or empty string.","Użyj źródeł takich jak pole:tytuł, pole:podsumowanie|truncate:160, {legacy_field}, niestandardowy tekst lub pusty ciąg znaków.",,site/modules/Ichiban/ProcessIchiban.module.php,5d5850034cd862f5ad9ac01d88e8737a
Choose property,Wybierz nieruchomość,,site/modules/Ichiban/ProcessIchiban.module.php,832f6c69c10f614bfc3f39fca3fa79a3
Settings,Ustawienia,,site/modules/Ichiban/ProcessIchiban.module.php,f4f70727dc34561dfde1a3c529b6205c
SEO Settings,Ustawienia SEO,,site/modules/Ichiban/ProcessIchiban.module.php,f4569fc50347e757f158413dff3a219a
Settings saved.,Ustawienia zostały zapisane.,,site/modules/Ichiban/ProcessIchiban.module.php,9a7e58ee13cb727cb7c4acc68f4cafe5
IndexNow key file written to the site root.,Plik klucza IndexNow zapisany w katalogu głównym witryny.,,site/modules/Ichiban/ProcessIchiban.module.php,bbe9cac2bd7214dd42fa87c1d3310cca
"IndexNow key saved, but the key file could not be written. Create {key}.txt in the site root with the key as file content.","Klucz IndexNow został zapisany, ale nie można zapisać pliku klucza. Utwórz plik {key}.txt w katalogu głównym witryny z kluczem jako zawartością pliku.",,site/modules/Ichiban/ProcessIchiban.module.php,6dae63cfd122c66d6dc9c80f8e71e0c3
Generate IndexNow key,Wygeneruj klucz IndexNow,,site/modules/Ichiban/ProcessIchiban.module.php,fba9358e873c7da283059409a1aa5af4
Index not built.,Indeks nie został zbudowany.,,site/modules/Ichiban/ProcessIchiban.module.php,d72eeb9fd15cc6d09c7489cc5aaa2611
No duplicate Ichiban fields were found.,Nie znaleziono duplikatów pól Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,0041723d30b258f7a5cbe7fda42a95b6
Could not determine which Ichiban fields to repair.,"Nie można określić, które pola Ichiban należy naprawić.",,site/modules/Ichiban/ProcessIchiban.module.php,32b4780ab052a71a880cf77376d3b32c
Unsafe table name.,Niebezpieczna nazwa tabeli.,,site/modules/Ichiban/ProcessIchiban.module.php,bf2df6ddc3f272967c57ed6ea1e41651
Missing field name.,Brak nazwy pola.,,site/modules/Ichiban/ProcessIchiban.module.php,9cc245e7bd7598fb5b60e2de1879597e
"Field ""%s"" was not found.",Nie znaleziono pola „%s”.,,site/modules/Ichiban/ProcessIchiban.module.php,326a81e081d9f0197c9a82f2ae686307
"Field ""%s"" is not a SeoMaestro field.",Pole „%s” nie jest polem SeoMaestro.,,site/modules/Ichiban/ProcessIchiban.module.php,9ecc4264a15d5ee8894b4622e57655e1
FieldtypeIchiban is not installed.,Typ polaIchiban nie jest zainstalowany.,,site/modules/Ichiban/ProcessIchiban.module.php,ddf369cb3c27c74e216cc807db87a695
Score,Wynik,,site/modules/Ichiban/ProcessIchiban.module.php,5dd135d1bcfa7f63c3b7f25425c2a4a1
Missing OG image,Brak obrazu OG,,site/modules/Ichiban/ProcessIchiban.module.php,d0cc96dfee8f0a3d92cee158a0808ab3
Title length outside target,Długość tytułu poza docelową,,site/modules/Ichiban/ProcessIchiban.module.php,5adb0ea06c1f6fc3f2a96949597abc05
Description length outside target,Długość opisu poza celem,,site/modules/Ichiban/ProcessIchiban.module.php,14b32568602c176efce371a11782b8a1
Noindex,Brak indeksu,,site/modules/Ichiban/ProcessIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Daily Trend,Codzienny trend,,site/modules/Ichiban/ProcessIchiban.module.php,532e811ecb99fabbb6d886d61b01be55
No Search Console rows available yet.,Brak dostępnych wierszy Search Console.,,site/modules/Ichiban/ProcessIchiban.module.php,2b70900b3b0412f3e007cd806380a683
Never checked,Nigdy nie sprawdzane,,site/modules/Ichiban/ProcessIchiban.module.php,a3ca6ea2e8305187403c445ea575b44f
"Checks a URL sample with Google URL Inspection API and groups non-indexed / problematic pages by coverage reason. Ichiban first uses Top Pages from Search Console for the last 28 days, then fills the sample with public ProcessWire pages sorted by path. This is a cached site scan, not Google’s full Page indexing aggregate report.","Sprawdza próbkę URL za pomocą kontroli Google URL API i grupuje niezindeksowane/problematyczne strony według powodu zasięgu. Ichiban najpierw korzysta z najważniejszych stron z Search Console z ostatnich 28 dni, a następnie wypełnia próbkę publicznymi stronami ProcessWire posortowanymi według ścieżki. To jest skanowanie witryny w pamięci podręcznej, a nie pełny raport Google dotyczący indeksowania stron.",,site/modules/Ichiban/ProcessIchiban.module.php,dfef1b773586997dd81ab60a2891da12
Scan indexing issues,Skanuj problemy z indeksowaniem,,site/modules/Ichiban/ProcessIchiban.module.php,ac5bd2bb3ce576b744c2be7db31222c0
Open Page Indexing,Otwórz indeksowanie strony,,site/modules/Ichiban/ProcessIchiban.module.php,e3847e7954abcf7cf678e942167aedec
Indexed,Indeksowane,,site/modules/Ichiban/ProcessIchiban.module.php,cccd5fd8c8f59fe9373c56b1b951780c
Checked URLs,Sprawdzone URLs,,site/modules/Ichiban/ProcessIchiban.module.php,904dbbd89baa6d1d2446e23cef059d50
Last scan,Ostatni skan,,site/modules/Ichiban/ProcessIchiban.module.php,5eb0c210307a8c254e190ca67c030910
"No indexing scan yet. Click Scan indexing issues to inspect Top Pages from Search Console first, then public ProcessWire pages if more URLs are needed.","Nie ma jeszcze skanowania indeksującego. Kliknij opcję Skanuj problemy z indeksowaniem, aby najpierw sprawdzić najważniejsze strony z Search Console, a następnie publiczne strony ProcessWire, jeśli potrzeba więcej URLs.",,site/modules/Ichiban/ProcessIchiban.module.php,a10e2f97cdadc6e270037d18558d0c27
No indexing issues found in the checked URL sample.,W sprawdzonej próbce URL nie znaleziono problemów z indeksowaniem.,,site/modules/Ichiban/ProcessIchiban.module.php,b756b124b0fad1cc25ca1133b192d724
Page / query,Strona / zapytanie,,site/modules/Ichiban/ProcessIchiban.module.php,3a3f4c0161d295393accbecac2bc428b
View all,Zobacz wszystkie,,site/modules/Ichiban/ProcessIchiban.module.php,0b4db271fc4624853e634ef6882ea8be
Impressions,Wrażenia,,site/modules/Ichiban/ProcessIchiban.module.php,6cdec37eda6ac1eec892e4bf19aaa78c
CTR,CTR,,site/modules/Ichiban/ProcessIchiban.module.php,ff2a7a5418a49af64a57ef3cf31d7721
Position,Pozycja,,site/modules/Ichiban/ProcessIchiban.module.php,52f5e0bc3859bc5f5e25130b6c7e8881
Edit,Edytuj,,site/modules/Ichiban/ProcessIchiban.module.php,7dce122004969d56ae2e0245cb754d35
n/a,nie dotyczy,,site/modules/Ichiban/ProcessIchiban.module.php,274b68192b056e268f128ff63bfcd4a4
%s rows,Wiersze %s,,site/modules/Ichiban/ProcessIchiban.module.php,4a79f8950c64f34c7a1775ba32a63c33
Last updated %s,Ostatnia aktualizacja %s,,site/modules/Ichiban/ProcessIchiban.module.php,8ce8cbf23b58eb6bd25d8f6656ccb3c7
Last updated unavailable,Ostatnia aktualizacja jest niedostępna,,site/modules/Ichiban/ProcessIchiban.module.php,bcb32f4e876af737c79fdfe0d0604b4e
Disconnect GSC,Odłącz GSC,,site/modules/Ichiban/ProcessIchiban.module.php,a87147a0aa4632b246a3373c114f35e3
Country,Kraj,,site/modules/Ichiban/ProcessIchiban.module.php,59716c97497eb9694541f7c3d37b1a4d
Device,Urządzenie,,site/modules/Ichiban/ProcessIchiban.module.php,e0ac20adce6ffee48c7151b070aa5737
Social,Społeczny,,site/modules/Ichiban/InputfieldIchiban.module.php,f431e17ea0081a3c9e51fc240221ee21
Search result fields,Pola wyników wyszukiwania,,site/modules/Ichiban/InputfieldIchiban.module.php,50ddcee6d670e0f82652c53fe4ee846d
Meta Title,Tytuł meta,,site/modules/Ichiban/InputfieldIchiban.module.php,c4144f455327c502b8916e1556478ad7
Meta Description,Metaopis,,site/modules/Ichiban/InputfieldIchiban.module.php,81a35ec1dc4a194f938b211a86a57826
Canonical URL,Kanoniczny URL,,site/modules/Ichiban/InputfieldIchiban.module.php,ee096b45f2e0dcd83771ea27b049c76a
Noindex,Brak indeksu,,site/modules/Ichiban/InputfieldIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Nofollow,Nie obserwuj,,site/modules/Ichiban/InputfieldIchiban.module.php,ded50d13cb30cf23b301590bd0d1605a
Open Graph,Open Graph,,site/modules/Ichiban/InputfieldIchiban.module.php,9d003c21ab5fb8409c51e901aed5576d
OG Type,Typ OG,,site/modules/Ichiban/InputfieldIchiban.module.php,81df20e18c231f5d495009c42749d511
Controls the Open Graph object type shared to social networks.,Kontroluje typ obiektu Open Graph udostępniany w sieciach społecznościowych.,,site/modules/Ichiban/InputfieldIchiban.module.php,97087059c324ab1880fe4c87e022b3ae
OG Title,Tytuł OG,,site/modules/Ichiban/InputfieldIchiban.module.php,d99b661dd6dc723e9a1e70b594155cac
OG Description,OG Opis,,site/modules/Ichiban/InputfieldIchiban.module.php,ba6f9c249f327d5a9c5583435db25fe4
OG Image URL,OG Obraz URL,,site/modules/Ichiban/InputfieldIchiban.module.php,516ef25bab3cd7ec09e6bd057ca4ac36
OG Image Alt,OG Zmiana obrazu,,site/modules/Ichiban/InputfieldIchiban.module.php,8dcac293ef065a190312745716f1949b
Twitter / X,Twitterze / X,,site/modules/Ichiban/InputfieldIchiban.module.php,d7408a4f398e73504921481b9e3ba03d
Card Type,Typ karty,,site/modules/Ichiban/InputfieldIchiban.module.php,379c80c789f0f3e0165b5e6d5df839ca
Large image cards usually perform better for editorial and marketing pages.,Karty z dużymi obrazami zwykle sprawdzają się lepiej w przypadku stron redakcyjnych i marketingowych.,,site/modules/Ichiban/InputfieldIchiban.module.php,73c2d1e0aa38e6714fe6825753c36c43
Twitter Creator Handle,Uchwyt twórcy Twittera,,site/modules/Ichiban/InputfieldIchiban.module.php,050dfaab05f8bd1f430f7ddb1ab9063b
Structured data,Dane strukturalne,,site/modules/Ichiban/InputfieldIchiban.module.php,09c0d35fcf533a857f668781e02c37a3
Schema Type,Typ schematu,,site/modules/Ichiban/InputfieldIchiban.module.php,7c326ab5625a20ebb1aae5587445df0c
Use a standard Schema.org type or pick one of the custom schemas created in SEO > Schemas.,Użyj standardowego typu Schema.org lub wybierz jeden z niestandardowych schematów utworzonych w SEO > Schematy.,,site/modules/Ichiban/InputfieldIchiban.module.php,abd3083eb1a2c4a52cc5ddc596ae0b5d
Generated output,Wygenerowane dane wyjściowe,,site/modules/Ichiban/InputfieldIchiban.module.php,2cfad7e59fdae5fdfa5dcf1e7d1e3547
Sitemap entry,Wpis mapy witryny,,site/modules/Ichiban/InputfieldIchiban.module.php,2fa7940a68a52311fe8cda9dceca0ace
Include in sitemap,Uwzględnij w mapie witryny,,site/modules/Ichiban/InputfieldIchiban.module.php,7eee18c19b6134e236eaf0f746d85dbc
Priority,Priorytet,,site/modules/Ichiban/InputfieldIchiban.module.php,502996d9790340c5fd7b86a5b93b1c9f
Relative importance within this site. Most pages should stay around 0.5.,"Względne znaczenie w tej witrynie. Większość stron powinna pozostać w okolicach 0,5.",,site/modules/Ichiban/InputfieldIchiban.module.php,8eef456badfbc68db9f93710dae19027
Change Frequency,Zmień częstotliwość,,site/modules/Ichiban/InputfieldIchiban.module.php,97c92636698e4eabcdf690f54f635736
Crawler hint for how often the content usually changes.,"Wskazówka dla robota wskazująca, jak często treść zwykle się zmienia.",,site/modules/Ichiban/InputfieldIchiban.module.php,a8f0d926093b7abc9cc1985af59b6867
Advanced overrides,Zaawansowane nadpisania,,site/modules/Ichiban/InputfieldIchiban.module.php,7ca5fec96962e7f4af3cc632aee6e528
Custom robots meta value,Niestandardowa wartość meta robotów,,site/modules/Ichiban/InputfieldIchiban.module.php,44338653285d0c8c995a04d0a03c0244
JSON-LD Override (raw),Zastąpienie JSON-LD (surowe),,site/modules/Ichiban/InputfieldIchiban.module.php,e529aba5e4a658374492d899d3946ba5
Inherit,Dziedzicz,,site/modules/Ichiban/InputfieldIchiban.module.php,c49484faf79e2388b580e49444d6ac11
Resolved value:,Rozwiązana wartość:,,site/modules/Ichiban/InputfieldIchiban.module.php,d37a38eba893a152b803c75f1c6c67ce
Resolved image:,Rozwiązany obraz:,,site/modules/Ichiban/InputfieldIchiban.module.php,d7264a6cb9bb2c41ef3429d62bea5751
Standard types,Typy standardowe,,site/modules/Ichiban/InputfieldIchiban.module.php,44a9f9fb0401514013da912151aea276
None,Żadne,,site/modules/Ichiban/InputfieldIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Untitled page,Strona bez tytułu,,site/modules/Ichiban/InputfieldIchiban.module.php,fa1cfd16c02fcf7dcdc1a89d1797a180
Google preview,Podgląd Google,,site/modules/Ichiban/InputfieldIchiban.module.php,988fc1f9d539c60940b54c2109ea8cb7
Desktop,Pulpit,,site/modules/Ichiban/InputfieldIchiban.module.php,2310408a63388fe57e3a4177168a8798
Mobile,Mobilny,,site/modules/Ichiban/InputfieldIchiban.module.php,87d17f4624a514e81dc7c8e016a7405c
Social preview,Podgląd społecznościowy,,site/modules/Ichiban/InputfieldIchiban.module.php,b92fa9bb09c164e16236195681e21eea
Add a meta description to preview the search result snippet.,"Dodaj metaopis, aby wyświetlić podgląd fragmentu wyniku wyszukiwania.",,site/modules/Ichiban/InputfieldIchiban.module.php,f2f3931d6ecf4e9a1f56bd7ed0963ce8
SEO Revision History,Historia wersji SEO,,site/modules/Ichiban/InputfieldIchiban.module.php,ae1984b085f99a9075b018a76d61758c
Date,Data,,site/modules/Ichiban/InputfieldIchiban.module.php,44749712dbec183e983dcd78a7736c41
Restore,Przywróć,,site/modules/Ichiban/InputfieldIchiban.module.php,2bd339d85ee3b33e513359ce781b60cc
Search Performance,Wydajność wyszukiwania,,site/modules/Ichiban/InputfieldIchiban.module.php,a3d2707eb9827cf51524254b7592563e
Loading…,Ładowanie…,,site/modules/Ichiban/InputfieldIchiban.module.php,5f02f05c744a0f875aebb8625ae1486f
AI is not configured. Configure Context AI Gateway or enable Ichiban OpenRouter settings.,AI nie jest skonfigurowany. Skonfiguruj bramkę kontekstową AI lub włącz ustawienia Ichiban OpenRouter.,,site/modules/Ichiban/src/Ai/OpenRouter.php,a7f69b7b79cba57ca64958adecdc3d09
PHP cURL extension is required for OpenRouter requests.,Dla żądań OpenRouter wymagane jest rozszerzenie PHP cURL.,,site/modules/Ichiban/src/Ai/OpenRouter.php,1f578f56e436249918ecae91aba4ef00
AI request has no messages.,Żądanie AI nie zawiera żadnych komunikatów.,,site/modules/Ichiban/src/Ai/OpenRouter.php,b53008ced2d9f60aafa257d62da576ba
OpenRouter returned no visible text before the output token limit was reached. Increase Max tokens or shorten the Context export sent with the request.,OpenRouter nie zwrócił żadnego widocznego tekstu przed osiągnięciem limitu tokenów wyjściowych. Zwiększ Max tokeny lub skróć eksport Kontekstu wysyłany wraz z żądaniem.,,site/modules/Ichiban/src/Ai/OpenRouter.php,07b1c46ba1964bc7e6e2e2055be44f0c
OpenRouter returned an empty message body. Finish reason: %s. Output tokens: %d.,OpenRouter zwrócił pustą treść wiadomości. Powód zakończenia: %s. Tokeny wyjściowe: %d.,,site/modules/Ichiban/src/Ai/OpenRouter.php,7014e5abd75742d344a16417650f7350
OpenRouter returned an empty message body with no finish reason. Output tokens: %d.,OpenRouter zwrócił pustą treść wiadomości bez powodu zakończenia. Tokeny wyjściowe: %d.,,site/modules/Ichiban/src/Ai/OpenRouter.php,fb49455c629e0ba082d078aef3dee2c0
